,City,Latitude,Longitude,Latitude_num,Longitude_num,avg_d_kbps
417,CL: Coquimbo-La Serena,-29.904444444444444,-71.24888888888889,-29.904444444444444,-71.24888888888889,268521
418,CL: Coquimbo-El Tambo,-31.784166666666668,-71.01888888888888,-31.784166666666668,-71.01888888888888,94702
419,CL: Coquimbo-Coquimbo,-30.75,-71.0,-30.75,-71.0,8781
420,CL: Coquimbo-Ovalle,-30.600833333333334,-71.19888888888889,-30.600833333333334,-71.19888888888889,222603
421,CL: ValparaÃ­so-QuilpuÃ©,-33.0475,-71.44250000000001,-33.0475,-71.44250000000001,292049
422,CL: ValparaÃ­so-Hijuelas,-32.79805555555556,-71.14611111111111,-32.79805555555556,-71.14611111111111,426095
423,CL: ValparaÃ­so-Villa Alemana,-33.04805555555556,-71.37277777777777,-33.04805555555556,-71.37277777777777,220806
424,CL: ValparaÃ­so-Olmue,-32.996944444444445,-71.1713888888889,-32.996944444444445,-71.1713888888889,246450
425,CL: ValparaÃ­so-Concon,-32.92194444444444,-71.51611111111112,-32.92194444444444,-71.51611111111112,257429
426,CL: ValparaÃ­so-ViÃ±a Del Mar,-33.02444444444444,-71.55166666666666,-33.02444444444444,-71.55166666666666,225330
427,CL: ValparaÃ­so-ValparaÃ­so,-33.03583333333333,-71.62944444444443,-33.03583333333333,-71.62944444444443,235795
428,CL: Libertador Bernardo OÂ´Higgins-Colchagua-Placilla,-34.619166666666665,-71.08611111111111,-34.619166666666665,-71.08611111111111,250226
429,CL: ValparaÃ­so-Quillota,-32.88333333333333,-71.24861111111112,-32.88333333333333,-71.24861111111112,260407
430,CL: ValparaÃ­so-San Felipe,-32.749722222222225,-70.72583333333334,-32.749722222222225,-70.72583333333334,227616
431,CL: ValparaÃ­so-Rinconada,-32.666666666666664,-70.66666666666667,-32.666666666666664,-70.66666666666667,102985
432,CL: ValparaÃ­so-Santa Adela,0.0,0.0,0.0,0.0,24021
433,CL: ValparaÃ­so-Los Andes,-32.83361111111111,-70.59805555555555,-32.83361111111111,-70.59805555555555,295855
434,CL: ValparaÃ­so-San Antonio,-33.594722222222224,-71.60722222222222,-33.594722222222224,-71.60722222222222,322865
435,CL: Metropolitana-Barnechea,-33.36055555555556,-70.51222222222222,-33.36055555555556,-70.51222222222222,326989
